1.7838	1.1800	0.1678
1.7284	1.2500	0.2710
1.7104	1.3000	0.3229
1.6399	1.4200	0.4237
1.5396	1.5400	0.6196
1.4455	1.6600	0.7518
1.1470	1.9100	0.9003
0.9006	2.1700	0.9427
0.6039	2.8200	0.9668
0.4136	3.4800	0.9093
0.2688	4.7400	0.9696
0.2369	5.9400	0.9867
0.2201	7.1300	1.0067
0.1981	9.5100	1.0206
0.1821	13.0700	1.0152
