Software version: 0.10.0 ; Calibration file: 9182501_20251128_CAL.txt
Scan start time,Bin 1.18-1.5 nm,Bin 1.5-1.7 nm,Bin 1.7-2.5 nm,Bin 2.5-5.0 nm,Bin 5.0-8.0 nm,Bin 8.0-13.07 nm,Dp >13.07 nm total number concentration
2026-01-06 02:01:33,15640.25,355.29,412.22,61.36,125.05,,614.19
2026-01-06 02:03:33,9430.12,425.93,245.42,,150.57,470.1,538.56
2026-01-06 02:05:33,11418.44,993.1,4.16,82.66,256.41,36.72,533.86
2026-01-06 02:07:33,,2052.84,450.21,,222.86,,567.66
2026-01-06 02:09:33,8617.49,2014.75,497.74,93.65,125.27,,510.6
2026-01-06 02:11:33,110.53,686.13,,337.12,78.89,,576.97
2026-01-06 02:13:33,,2164.23,640.14,93.19,,168.7,569.94
2026-01-06 02:15:33,6803.7,467.52,,130.23,306.78,,524.57
2026-01-06 02:17:33,12727.3,117.56,141.64,87.51,324.1,,532.71
2026-01-06 02:19:33,,1555.94,342.14,,407.68,,571.14
2026-01-06 02:21:33,11575.78,1516.0,166.7,136.67,,84.0,698.01
2026-01-06 02:23:33,7021.19,1125.96,142.56,169.19,,35.99,596.76
2026-01-06 02:25:33,11374.29,653.98,236.77,,278.59,,524.55
2026-01-06 02:27:33,,746.32,1.57,140.37,148.87,,580.45
2026-01-06 02:29:33,13339.32,848.06,,523.11,105.13,,521.08
2026-01-06 02:31:33,718.05,1870.69,221.91,201.68,40.75,,595.58
2026-01-06 02:33:33,9796.64,,797.87,153.4,109.19,,621.41
2026-01-06 02:35:33,878.11,562.25,740.9,,110.08,,586.27
2026-01-06 02:37:33,1586.28,975.84,,114.54,74.32,268.49,677.03
2026-01-06 02:39:33,6701.43,1406.7,225.67,132.84,3.99,,561.85
2026-01-06 02:41:33,15215.96,1170.23,10.28,,,679.9,480.33
2026-01-06 02:43:33,2201.73,,403.27,,395.57,93.3,492.0
2026-01-06 02:45:33,8479.88,371.77,324.75,293.35,,635.13,574.83
2026-01-06 02:47:33,2376.92,,741.62,,144.23,22.5,550.17
2026-01-06 02:49:33,7188.37,881.4,,411.72,18.27,52.99,572.3
2026-01-06 02:51:33,948.17,1802.37,18.83,231.21,336.49,,522.46
2026-01-06 02:53:33,5584.28,2893.77,,15.16,235.33,,505.95
2026-01-06 02:55:33,3758.45,,740.3,296.37,175.96,,545.53
2026-01-06 02:57:33,4315.17,680.65,8.67,232.22,,282.96,495.46
2026-01-06 02:59:33,709.75,770.5,261.23,154.42,,,645.65
2026-01-06 03:01:33,15071.19,3271.07,128.43,,192.13,229.11,613.27
2026-01-06 03:03:33,3493.15,,168.81,,365.8,,665.44
2026-01-06 03:05:33,5346.07,277.13,377.15,49.59,204.05,293.9,542.21
2026-01-06 03:07:33,3765.1,2046.73,,151.59,,20.9,741.15
2026-01-06 03:09:33,14283.1,,367.46,182.2,202.99,109.7,582.75
2026-01-06 03:11:33,914.2,737.99,925.88,,66.93,,727.15
2026-01-06 03:13:33,7917.89,3335.55,,115.92,,261.84,678.23
2026-01-06 03:15:33,3262.0,322.38,,206.45,,,818.87
2026-01-06 03:17:33,8966.51,2291.98,,204.24,60.38,126.24,725.19
2026-01-06 03:19:33,10375.46,,134.02,,,389.9,718.98
2026-01-06 03:21:33,5597.87,1286.68,,177.35,,401.68,753.98
2026-01-06 03:23:33,2941.77,955.58,344.09,,197.89,,714.35
2026-01-06 03:25:33,8250.11,1078.06,,79.7,154.59,,836.59
2026-01-06 03:27:33,5356.26,,383.15,15.44,,567.95,721.6
2026-01-06 03:29:33,12270.06,,259.16,143.55,23.5,155.74,660.94
2026-01-06 03:31:33,,1753.31,359.27,205.98,,,820.29
2026-01-06 03:33:33,7316.7,2228.83,259.96,,309.94,,706.47
2026-01-06 03:35:33,2335.77,1020.69,,,284.41,,732.98
2026-01-06 03:37:33,,681.05,75.18,67.03,,447.13,883.89
2026-01-06 03:39:32,,572.02,240.68,51.97,,214.29,866.09
2026-01-06 03:41:32,16673.17,1855.49,,154.48,,,817.58
2026-01-06 03:43:32,4856.17,235.98,,258.18,,40.37,791.19
2026-01-06 03:45:32,,615.0,289.26,181.94,81.8,22.64,736.77
2026-01-06 03:47:32,2207.24,,188.57,,130.63,,854.36
2026-01-06 03:49:32,3501.38,,616.23,237.74,,316.17,869.19
2026-01-06 03:51:32,4462.54,,140.99,336.55,,,927.51
2026-01-06 03:53:32,5687.19,933.6,330.48,,241.29,39.68,795.84
2026-01-06 03:55:32,867.57,1883.92,,227.46,,822.36,859.91
2026-01-06 03:57:32,850.51,,,225.25,,,838.97
2026-01-06 03:59:32,,2122.09,,,370.92,,901.83
2026-01-06 04:01:32,8282.61,,657.67,29.23,63.02,,991.57
2026-01-06 04:03:32,10443.03,,,49.56,216.33,,918.19
2026-01-06 04:05:32,9086.94,,,166.19,,33.24,981.78
2026-01-06 04:07:32,,1663.24,,119.84,65.82,,959.28
2026-01-06 04:09:32,7285.49,,,,163.65,333.36,993.39
2026-01-06 04:11:32,7153.45,,632.3,2.86,,,1060.35
2026-01-06 04:13:32,,1036.22,,53.99,,217.27,1085.3
2026-01-06 04:15:32,,472.68,625.31,,349.85,,978.74
2026-01-06 04:17:32,,,,,122.81,462.09,998.53
2026-01-06 04:19:32,,501.83,,10.37,,379.75,1039.71
2026-01-06 04:21:32,,185.09,288.45,184.02,,445.52,1062.07
2026-01-06 04:23:32,,190.52,376.01,,165.54,49.17,1060.8
2026-01-06 04:25:32,2530.52,2147.49,,58.25,,,1057.97
2026-01-06 04:27:32,853.28,,150.64,68.23,308.05,,1007.87
2026-01-06 04:29:32,27202.91,,359.6,72.88,,,1020.32
2026-01-06 04:31:32,102.67,1920.64,,,202.54,,1035.82
2026-01-06 04:33:32,,1657.35,,,,521.0,963.33
2026-01-06 04:35:32,5896.84,,,,232.73,20.16,986.92
2026-01-06 04:37:32,8915.56,1886.39,,,,,1113.88
2026-01-06 04:39:32,,1701.12,,,,463.02,1034.7
2026-01-06 04:41:32,4819.24,2332.48,,285.1,,,1005.53
2026-01-06 04:43:32,5226.97,,185.54,120.2,34.48,254.44,984.87
2026-01-06 04:45:32,,1849.23,,21.42,,332.32,1024.16
2026-01-06 04:47:32,60.81,1164.34,,,671.56,147.28,877.4
2026-01-06 04:49:32,3235.53,,1.13,406.2,108.39,390.89,1077.77
2026-01-06 04:51:32,3289.14,,,27.75,256.06,,973.27
2026-01-06 04:53:32,,4395.32,,105.3,,72.35,1005.91
2026-01-06 04:55:32,,,607.9,,,265.81,952.7
2026-01-06 04:57:32,,572.0,,323.16,241.8,,999.68
2026-01-06 04:59:32,1804.76,,670.9,,88.69,229.03,974.08
2026-01-06 05:01:32,1109.38,,885.93,,,271.58,923.94
2026-01-06 05:03:32,7743.38,,435.21,,,,925.14
2026-01-06 05:05:32,21163.58,618.15,267.94,196.77,,368.09,971.72
2026-01-06 05:07:32,,,,347.88,16.89,,981.04
2026-01-06 05:09:32,6760.68,784.51,,377.61,23.78,,996.96
2026-01-06 05:11:32,5032.83,,,,148.66,201.25,894.86
2026-01-06 05:13:32,8298.95,,78.08,481.8,47.77,,982.21
2026-01-06 05:15:32,6618.52,,1041.01,25.92,,,1003.17
2026-01-06 05:17:32,13665.3,,,54.62,658.12,,989.49
2026-01-06 05:19:32,11235.73,,522.85,74.93,,,1035.05
2026-01-06 05:21:32,14238.58,,253.54,469.57,,193.8,1040.49
2026-01-06 05:23:32,3873.49,681.85,19.43,337.38,,,1149.3
2026-01-06 05:25:32,,2526.45,,362.16,166.39,21.37,915.79
2026-01-06 05:27:32,408.32,,291.56,,,593.19,1034.65
2026-01-06 05:29:32,2338.75,,84.33,,76.85,35.55,979.9
2026-01-06 05:31:32,186.53,,,107.3,,382.64,961.71
2026-01-06 05:33:32,7427.41,,787.98,377.89,112.05,,958.9
2026-01-06 05:35:32,8222.2,,,129.66,,676.53,942.61
2026-01-06 05:37:32,3314.93,1760.23,,,118.51,,1186.25
2026-01-06 05:39:32,1477.77,153.26,485.79,,156.65,,1092.94
2026-01-06 05:41:32,,1069.5,,343.45,88.51,,991.86
2026-01-06 05:43:32,,1172.27,256.03,79.71,275.93,,997.38
2026-01-06 05:45:32,16516.1,,311.17,244.17,,739.12,1050.99
2026-01-06 05:47:32,,216.84,115.01,,,318.32,1065.75
2026-01-06 05:49:32,,943.63,,,673.19,,946.12
2026-01-06 05:51:32,2165.01,19.76,484.62,,65.83,159.87,996.23
2026-01-06 05:53:32,8263.33,,932.42,,157.81,88.36,1018.33
2026-01-06 05:55:32,,712.36,,335.17,,,1060.3
2026-01-06 05:57:32,1587.38,458.74,,146.9,402.67,,992.72
2026-01-06 05:59:32,3834.53,,167.2,41.28,427.37,,1037.05
2026-01-06 06:01:32,,1148.79,363.09,,,464.43,1136.03
2026-01-06 06:03:32,,952.63,,378.2,,580.76,971.72
2026-01-06 06:05:32,,1548.55,,,,369.4,1087.47
2026-01-06 06:07:32,2815.64,,384.89,82.29,,11.86,1125.6
2026-01-06 06:09:32,381.42,193.12,240.76,,174.41,487.56,1040.84
2026-01-06 06:11:32,10446.63,,,319.53,,,1101.15
2026-01-06 06:13:32,5340.83,513.71,,118.27,,678.04,1096.42
2026-01-06 06:15:32,,,,76.22,,26.17,1023.42
2026-01-06 06:17:32,,832.26,,,,,927.43
2026-01-06 06:19:32,,,14.04,43.87,,97.66,925.58
2026-01-06 06:21:32,8708.18,506.5,,350.94,611.87,,964.71
2026-01-06 06:23:32,650.63,,294.11,,,474.55,972.95
2026-01-06 06:25:32,,718.06,,184.77,,99.6,925.12
2026-01-06 06:27:32,439.93,115.63,727.32,,,320.05,892.82
2026-01-06 06:29:32,13845.5,491.6,,,23.68,354.51,890.22
2026-01-06 06:31:32,5566.55,691.36,109.62,77.61,,,975.28
2026-01-06 06:33:32,,3445.48,,,80.51,,993.87
2026-01-06 06:35:32,6028.15,,444.3,199.65,102.76,,893.68
2026-01-06 06:37:32,6042.17,106.09,147.9,249.48,,,940.26
2026-01-06 06:39:32,3868.02,,99.25,6.97,,,871.91
2026-01-06 06:41:32,7226.56,337.62,,,191.88,43.71,947.25
2026-01-06 06:43:32,1582.42,,,,512.58,,918.48
2026-01-06 06:45:32,,1825.87,,,163.29,272.02,968.2
2026-01-06 06:47:32,,3221.89,641.33,,,,941.46
2026-01-06 06:49:32,5792.94,,,,,328.44,919.33
2026-01-06 06:51:32,2602.45,,,155.07,,,999.71
2026-01-06 06:53:32,3686.17,502.26,242.87,234.13,,435.05,946.11
2026-01-06 06:55:32,2427.63,816.05,,197.73,,,933.6
2026-01-06 06:57:32,,924.55,129.5,111.08,58.47,,918.12
2026-01-06 06:59:32,413.94,1500.5,,,51.69,,905.33
2026-01-06 07:01:32,7086.11,,,,140.26,479.99,921.53
2026-01-06 07:03:32,514.73,,291.0,,,204.22,917.02
2026-01-06 07:05:32,,2028.81,4.66,,,143.77,900.95
2026-01-06 07:07:32,,166.17,,94.29,63.38,31.98,891.38
2026-01-06 07:09:32,,628.66,,,140.4,340.32,936.17
2026-01-06 07:11:32,850.79,529.06,81.81,,392.83,,905.39
2026-01-06 07:13:32,,811.09,36.28,,158.31,,916.98
2026-01-06 07:15:32,,939.35,312.6,151.23,42.42,,874.52
2026-01-06 07:17:32,10392.59,,,354.18,,224.06,896.0
2026-01-06 07:19:32,7401.71,,,,,197.44,918.15
2026-01-06 07:21:32,24995.71,146.08,,256.46,,206.44,949.61
2026-01-06 07:23:32,7836.28,,,169.23,294.72,,959.01
2026-01-06 07:25:32,1547.81,2714.41,,79.22,235.12,,858.71
2026-01-06 07:27:32,,955.84,,,,101.02,904.16
2026-01-06 07:29:32,3832.4,1816.65,206.79,,,487.4,878.86
2026-01-06 07:31:32,5151.14,1879.11,70.92,,,276.0,901.86
2026-01-06 07:33:32,11948.21,59.47,,145.77,,,805.39
2026-01-06 07:35:32,,,188.34,151.62,,,868.44
2026-01-06 07:37:32,5847.29,2041.11,,120.62,233.56,,942.6
2026-01-06 07:39:32,2595.36,,91.37,117.36,190.39,,901.83
2026-01-06 07:41:32,7629.74,656.17,,224.39,,,939.08
2026-01-06 07:43:32,,2155.37,,204.18,346.31,,917.32
2026-01-06 07:45:32,6169.59,,332.15,123.34,289.12,,842.43
2026-01-06 07:47:32,4171.62,,,523.54,272.19,,850.61
2026-01-06 07:49:32,6317.29,,528.21,264.39,,40.23,821.44
2026-01-06 07:51:32,,,49.75,95.08,254.42,335.87,705.25
2026-01-06 07:53:32,,1509.77,,232.1,,387.07,855.23
2026-01-06 07:55:32,611.71,,,269.01,,,812.15
2026-01-06 07:57:32,281.09,,642.84,220.37,,313.73,712.22
2026-01-06 07:59:32,2189.03,,81.96,376.49,,,820.67
2026-01-06 08:01:32,14789.01,2579.68,,42.3,330.48,,779.53
2026-01-06 08:03:32,833.24,,380.82,79.6,45.11,,808.68
2026-01-06 08:05:32,3439.78,7.88,,245.42,122.59,385.0,849.4
2026-01-06 08:07:32,1905.04,,,241.65,,429.41,716.64
2026-01-06 08:09:32,4330.41,1642.11,,98.16,358.49,,748.34
2026-01-06 08:11:32,3977.19,629.81,,177.12,20.85,233.48,721.56
2026-01-06 08:13:32,1316.39,,53.33,154.83,,,699.18
2026-01-06 08:15:32,,3086.38,,49.12,63.58,256.55,735.28
2026-01-06 08:17:32,5570.33,,92.31,299.09,,,697.99
2026-01-06 08:19:32,948.2,1488.09,150.57,177.93,,373.44,689.85
2026-01-06 08:21:32,6044.1,473.06,145.52,44.59,494.08,,755.07
2026-01-06 08:23:32,8547.35,94.26,,340.88,,446.74,614.45
2026-01-06 08:25:32,7142.93,1846.4,245.24,15.62,178.43,,762.27
2026-01-06 08:27:32,9156.71,,470.23,106.99,,250.64,667.76
2026-01-06 08:29:32,5778.16,,540.99,287.86,71.28,415.7,740.41
2026-01-06 08:31:32,,,345.09,354.48,81.24,,757.72
2026-01-06 08:33:32,7483.59,,,370.87,327.25,,767.86
2026-01-06 08:35:32,5920.12,,508.15,259.11,46.17,,723.88
2026-01-06 08:37:32,7827.56,,26.88,228.15,,610.92,734.89
2026-01-06 08:39:32,209.26,,47.54,462.07,,159.25,609.55
2026-01-06 08:41:32,10075.25,464.01,114.96,172.51,148.16,,651.68
2026-01-06 08:43:32,612.77,,178.98,254.14,187.75,,636.32
2026-01-06 08:45:32,10538.09,,461.99,264.09,,110.18,652.83
2026-01-06 08:47:32,,1213.16,,165.62,166.1,,624.68
2026-01-06 08:49:32,4289.74,1597.91,389.82,321.34,,197.12,752.83
2026-01-06 08:51:32,6362.22,1139.13,99.58,22.05,137.94,207.8,675.92
2026-01-06 08:53:32,,2475.53,355.38,323.22,,383.15,734.13
2026-01-06 08:55:32,5991.76,,278.83,192.94,,391.75,685.24
2026-01-06 08:57:32,7391.89,,562.25,310.95,,865.35,692.19
2026-01-06 08:59:32,11317.57,,,113.62,276.58,,649.12
2026-01-06 09:01:32,,3071.79,592.0,167.48,22.27,,613.01
2026-01-06 09:03:32,,963.04,138.6,248.24,198.96,306.46,520.34
2026-01-06 09:05:32,3190.64,,274.82,499.37,18.5,,586.45
2026-01-06 09:07:32,1967.75,,391.38,122.09,188.87,,617.69
2026-01-06 09:09:32,4839.16,1965.37,240.8,332.85,167.66,,567.03
2026-01-06 09:11:32,,2041.31,,254.38,253.69,,537.64
2026-01-06 09:13:32,6635.65,1038.98,645.27,314.01,194.49,358.06,560.68
2026-01-06 09:15:32,10142.0,155.82,373.38,273.61,,76.41,532.71
2026-01-06 09:17:32,259.61,1492.78,193.48,105.55,87.79,6.13,525.7
2026-01-06 09:19:32,12045.79,818.39,107.85,102.91,76.09,,529.22
2026-01-06 09:21:32,11382.37,1919.03,782.23,,142.66,84.4,622.38
2026-01-06 09:23:32,2480.28,253.28,140.97,297.92,,47.31,561.8
2026-01-06 09:25:32,12283.09,203.88,,313.68,81.89,,623.74
2026-01-06 09:27:32,,1709.36,,399.93,,168.46,500.13
2026-01-06 09:29:32,6249.82,275.47,937.17,,,,724.89
2026-01-06 09:31:32,2111.55,1637.76,67.16,90.49,180.9,,512.94
2026-01-06 09:33:32,,2096.07,152.34,279.47,,273.2,609.73
2026-01-06 09:35:32,,1133.82,1091.17,37.6,240.33,,543.42
2026-01-06 09:37:32,18413.48,132.71,335.38,132.25,,55.85,603.7
2026-01-06 09:39:32,4996.77,,315.36,200.19,,480.52,481.51
2026-01-06 09:41:31,2275.78,2045.74,233.5,26.86,168.53,334.81,420.98
2026-01-06 09:43:32,1287.93,1185.95,511.66,164.55,,,543.21
2026-01-06 09:45:32,16453.4,473.44,470.87,275.39,,131.43,515.25
2026-01-06 09:47:32,,1159.47,,183.34,55.15,43.81,453.59
2026-01-06 09:49:32,3723.35,2628.41,498.33,41.69,276.27,,434.0
2026-01-06 09:51:32,308.11,,1151.59,30.22,,,531.57
2026-01-06 09:53:32,3717.38,2198.21,436.5,88.54,0.9,,503.61
2026-01-06 09:55:32,,2264.35,43.54,250.57,64.67,,494.32
2026-01-06 09:57:32,6512.27,2128.6,189.51,170.86,,123.73,534.07
2026-01-06 09:59:32,109.24,1123.86,264.07,64.25,402.49,,452.42
2026-01-06 10:01:32,9749.73,1434.59,104.1,50.29,307.84,,453.67
2026-01-06 10:03:32,10314.03,1043.0,167.03,224.25,11.1,10.11,510.76
2026-01-06 10:05:32,18924.16,2573.56,237.23,143.03,192.73,,510.62
2026-01-06 10:07:32,976.0,1385.46,248.65,189.45,,172.11,472.22
2026-01-06 10:09:32,12223.7,1552.76,95.34,135.42,,,434.14
2026-01-06 10:11:32,,2623.99,369.59,,81.51,354.65,393.21
2026-01-06 10:13:32,12714.91,3704.82,,211.72,206.05,,515.42
2026-01-06 10:15:32,802.25,1374.1,205.43,106.17,130.43,,455.91
2026-01-06 10:17:32,8751.15,2420.3,,319.71,95.07,103.87,460.58
2026-01-06 10:19:32,12264.71,81.75,233.42,120.75,,291.73,404.87
2026-01-06 10:21:32,4911.58,2009.97,335.54,73.29,20.51,210.97,519.92
2026-01-06 10:23:32,7236.69,960.87,,207.55,274.09,,477.02
2026-01-06 10:25:32,20302.6,3372.51,279.49,190.29,95.39,,398.42
2026-01-06 10:27:32,3696.87,1124.22,366.56,48.36,134.73,119.0,507.28
2026-01-06 10:29:32,7376.19,1586.75,281.51,318.91,52.55,,359.32
2026-01-06 10:31:32,6156.44,1076.83,443.07,295.76,33.5,182.99,393.23
2026-01-06 10:33:32,6282.41,2918.37,22.54,212.36,126.08,196.87,480.32
2026-01-06 10:35:32,5578.37,728.06,191.25,164.18,241.65,320.91,384.93
2026-01-06 10:37:32,10303.0,341.16,373.49,,141.31,172.34,458.22
2026-01-06 10:39:32,6711.79,842.45,304.8,108.69,143.48,,447.77
2026-01-06 10:41:32,12489.64,3258.12,570.7,175.26,,326.66,437.27
2026-01-06 10:43:32,6145.06,569.16,515.71,4.77,294.25,,462.89
2026-01-06 10:45:32,4882.94,3168.06,392.47,117.95,,192.74,395.37
2026-01-06 10:47:32,3281.39,1658.58,,404.06,,19.89,440.95
2026-01-06 10:49:32,6392.48,2974.84,47.02,93.86,89.97,,431.46
2026-01-06 10:51:32,14914.53,,633.14,334.02,166.16,,395.42
2026-01-06 10:53:32,15706.62,1729.42,,123.93,77.95,116.47,420.99
2026-01-06 10:55:32,830.15,1576.55,,382.1,,140.1,448.95
2026-01-06 10:57:32,12960.38,495.45,593.99,,421.25,,429.32
2026-01-06 10:59:32,10878.04,,375.24,295.15,181.51,47.77,336.07
2026-01-06 11:01:32,23539.33,942.09,765.56,,235.77,149.48,419.82
2026-01-06 11:03:32,625.81,230.57,112.66,327.17,115.44,,363.99
2026-01-06 11:05:32,9596.61,3454.51,,211.94,101.2,29.71,372.12
2026-01-06 11:07:32,3624.94,,944.58,203.46,,73.66,416.51
2026-01-06 11:09:32,14368.48,1853.58,431.91,252.23,,,392.48
2026-01-06 11:11:32,11562.27,,,225.82,,330.27,344.21
2026-01-06 11:13:32,16277.98,3282.6,336.66,204.3,,157.62,343.04
2026-01-06 11:15:32,,2352.24,546.49,78.63,290.63,,372.24
2026-01-06 11:17:32,8001.43,2088.08,531.6,93.29,,568.35,419.94
2026-01-06 11:19:32,6467.94,148.71,659.81,,187.06,197.27,339.55
2026-01-06 11:21:32,423.47,3495.3,,282.49,256.52,104.84,374.5
2026-01-06 11:23:32,1662.18,622.03,358.64,,245.71,,312.81
2026-01-06 11:25:32,27216.68,2031.08,579.35,349.45,,,309.29
2026-01-06 11:27:32,6998.27,55.26,,259.67,,,359.35
2026-01-06 11:29:32,7780.1,2045.1,132.3,92.51,,311.13,322.24
2026-01-06 11:31:32,9295.07,1562.45,,313.34,24.19,,368.8
2026-01-06 11:33:32,18040.14,2130.67,134.18,207.74,,,305.9
2026-01-06 11:35:32,7923.86,,660.52,,150.99,18.86,298.84
2026-01-06 11:37:32,22704.51,892.75,418.68,,25.28,36.58,312.79
2026-01-06 11:39:32,7023.21,1322.02,,90.63,90.43,17.37,318.63
2026-01-06 11:41:32,12474.95,5027.44,129.98,,195.93,,268.67
2026-01-06 11:43:32,3434.8,2198.91,,,219.61,,350.03
2026-01-06 11:45:32,11900.75,2889.66,,175.44,,375.94,299.99
2026-01-06 11:47:32,2472.35,2625.65,325.75,,182.52,78.08,324.45
2026-01-06 11:49:32,16961.05,960.55,322.61,238.14,,15.05,338.2
2026-01-06 11:51:32,8534.39,,651.69,36.4,,51.92,276.84
2026-01-06 11:53:32,15980.18,1211.47,401.96,85.77,,270.54,256.96
2026-01-06 11:55:32,1217.17,1551.51,366.74,,,509.7,303.5
2026-01-06 11:57:32,2325.99,3855.26,405.24,175.85,,574.66,294.18
2026-01-06 11:59:32,3047.12,1596.74,,297.24,,,302.34
2026-01-06 12:01:32,9764.6,3512.97,464.27,,70.48,235.99,311.64
2026-01-06 12:03:32,4372.4,,200.02,,72.7,294.88,301.29
2026-01-06 12:05:32,,3286.22,129.28,70.76,,722.91,277.89
2026-01-06 12:07:32,4834.58,271.47,,105.27,102.05,,322.11
2026-01-06 12:09:32,22019.05,1141.8,457.29,146.16,,103.6,353.5
2026-01-06 12:11:32,13701.76,70.75,,253.59,3.07,12.44,290.71
2026-01-06 12:13:32,10925.21,1508.28,505.05,13.15,,,282.54
2026-01-06 12:15:32,,1919.61,60.27,,,,432.75
2026-01-06 12:17:32,4460.58,1145.07,63.72,138.87,143.27,,374.1
2026-01-06 12:19:32,5401.57,761.73,,15.86,303.9,,281.39
2026-01-06 12:21:32,4351.61,1666.59,,307.62,252.29,,300.0
2026-01-06 12:23:32,2797.72,583.54,168.17,162.42,,110.96,259.29
2026-01-06 12:25:32,7895.22,3008.98,368.58,55.43,102.35,,298.84
2026-01-06 12:27:32,8487.21,90.3,63.29,75.59,200.9,23.74,304.67
2026-01-06 12:29:32,18331.14,3890.76,,172.87,,358.69,273.25
2026-01-06 12:31:32,11362.33,,154.78,55.94,80.38,244.78,307.25
2026-01-06 12:33:32,11709.53,523.02,232.17,207.29,56.23,37.22,321.74
